available,chartable,confidence,coverage_count,daily_series_available,display_name,error_code,error_message,error_subcode,fbtrace_id,field,latest_value,metric,metric_or_field,notes,period,post_id,raw_response,raw_sum,raw_values,reason,recommended_slide_use,sample_value,section,status,status_code,supports_daily_series,supports_total_over_range,total_available,value_type,values_count,video_id
True,,,,,,,,,,picture,,,,,,,"{""picture"": {""data"": {""height"": 50, ""is_silhouette"": false, ""url"": ""https://scontent.fgdl17-1.fna.fbcdn.net/v/t39.30808-1/696340715_1271994501810553_8573186896832194714_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=104&ccb=1-7&_nc_sid=f907e8&_nc_eui2=AeHAt1rZ6xKhx_VFypv6-vuLGMVWS5HELyMYxVZLkcQvI7oiE_R4RpM7OiEmoPVd2ay0EhyoObKllj-W887Ny1P_&_nc_ohc=iWLuPc21GFkQ7kNvwGGgowe&_nc_oc=Adr64uRTwnY7GNCy0Oyd2atzrbIT5b4D5bp5RtdblR7NBpOVKI09jOGS1kxRrCE-jSRB_9b56YGQS9IT9NN9dOrQ&_nc_zt=24&_nc_ht=scontent.fgdl17-1.fna&edm=AJdBtusEAAAA&_nc_gid=7d31o-AhU6N0Q6xxy_72Rw&_nc_tpa=Q5bMBQGD4FANGC6FDUkK-XmRthRiBXdGRP1ASwShQRRjNFG5LOp2fLwPi0iAPdMSdnFOeyluTGmuMrwV&oh=00_Af_SBvdGMViSbCgJcrxpPO8fdYzgVNACkD_VH03kad6K2A&oe=6A43AD06"", ""width"": 50}}, ""id"": ""434205256738068""}",,,,,"{""data"": {""height"": 50, ""is_silhouette"": false, ""url"": ""https://scontent.fgdl17-1.fna.fbcdn.net/v/t39.30808-1/696340715_1271994501810553_8573186896832194714_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=104&ccb=1-7&_nc_sid=f907e8&_nc_eui2=AeHAt1rZ6xKhx_VFypv6-vuLGMVWS5HELyMYxVZLkcQvI7oiE_R4RpM7OiEmoPVd2ay0EhyoObKllj-W887Ny1P_&_nc_ohc=iWLuPc21GFkQ7kNvwGGgowe&_nc_oc=Adr64uRTwnY7GNCy0Oyd2atzrbIT5b4D5bp5RtdblR7NBpOVKI09jOGS1kxRrCE-jSRB_9b56YGQS9IT9NN9dOrQ&_nc_zt=24&_nc_ht=scontent.fgdl17-1.fna&edm=AJdBtusEAAAA&_nc_gid=7d31o-AhU6N0Q6xxy_72Rw&_nc_tpa=Q5bMBQGD4FANGC6FDUkK-XmRthRiBXdGRP1ASwShQRRjNFG5LOp2fLwPi0iAPdMSdnFOeyluTGmuMrwV&oh=00_Af_SBvdGMViSbCgJcrxpPO8fdYzgVNACkD_VH03kad6K2A&oe=6A43AD06"", ""width"": 50}}",page_fields,,200,,,,dict,,
False,,,,,,,,,,cover,,,,,,,"{""id"": ""434205256738068""}",,,,,,page_fields,,200,,,,null,,
True,,,,,,,,,,followers_count,,,,,,,"{""followers_count"": 78212, ""id"": ""434205256738068""}",,,,,78212,page_fields,,200,,,,int,,
True,,,,,,,,,,fan_count,,,,,,,"{""fan_count"": 78212, ""id"": ""434205256738068""}",,,,,78212,page_fields,,200,,,,int,,
True,,,,,,,,,,rating_count,,,,,,,"{""rating_count"": 3101, ""id"": ""434205256738068""}",,,,,3101,page_fields,,200,,,,int,,
True,,,,,,,,,,overall_star_rating,,,,,,,"{""overall_star_rating"": 4.7, ""id"": ""434205256738068""}",,,,,4.7,page_fields,,200,,,,float,,
True,,,,,,,,,,verification_status,,,,,,,"{""verification_status"": ""not_verified"", ""id"": ""434205256738068""}",,,,,not_verified,page_fields,,200,,,,str,,
True,,,,,,,,,,is_verified,,,,,,,"{""is_verified"": false, ""id"": ""434205256738068""}",,,,,false,page_fields,,200,,,,bool,,
True,,,,,,,,,,were_here_count,,,,,,,"{""were_here_count"": 20177, ""id"": ""434205256738068""}",,,,,20177,page_fields,,200,,,,int,,
True,,,,,,,,,,talking_about_count,,,,,,,"{""talking_about_count"": 106, ""id"": ""434205256738068""}",,,,,106,page_fields,,200,,,,int,,
False,,,,,,,,,,new_like_count,,,,,,,"{""id"": ""434205256738068""}",,,,,,page_fields,,200,,,,null,,
True,,,,,,,,,,access_token,,,,,,,"{""access_token"": ""EAAM8CZCMoyPoBRykxNCYbNtRitWNlsctSZBZBiSPYSTN2xxmemNqtc5xPbxirrtvQTJss1BqB5o0qkod3ZCzi4xgWaLp369VUjLeg1yDuBRZCIzhLtQjhvgezfANxZAmkMxw14VCRpG7EhgeR1jKEJPe2y6kYZBigk4kkJSYjfZBIViFuhTSmRC95CCB9ZB9uVJQqpNSzZCSgX"", ""id"": ""434205256738068""}",,,,,EAAM8CZCMoyPoBRykxNCYbNtRitWNlsctSZBZBiSPYSTN2xxmemNqtc5xPbxirrtvQTJss1BqB5o0qkod3ZCzi4xgWaLp369VUjLeg1yDuBRZCIzhLtQjhvgezfANxZAmkMxw14VCRpG7EhgeR1jKEJPe2y6kYZBigk4kkJSYjfZBIViFuhTSmRC95CCB9ZB9uVJQqpNSzZCSgX,page_fields,,200,,,,str,,
False,,,,,,100,(#100) Tried accessing nonexisting field (tasks),,A1hAASiDHz-n60GRSyx8PH3,tasks,,,,,,,"{""error"": {""message"": ""(#100) Tried accessing nonexisting field (tasks)"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A1hAASiDHz-n60GRSyx8PH3""}}",,,,,,page_fields,,400,,,,null,,
True,,,,,,,,,,,86,page_post_engagements,,,day,,"{""data"": [{""name"": ""page_post_engagements"", ""period"": ""day"", ""values"": [{""value"": 1, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 3, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 9, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 3, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 5, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 10, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 232, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 356, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 258, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 380, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 284, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 127, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 76, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 98, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 46, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 59, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 73, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 68, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 110, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 65, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 108, ""end_time"":...[truncated 1104 chars]",2548,"[{""value"": 1, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 3, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 9, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 3, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 5, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 10, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 232, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 356, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 258, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 380, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 284, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 127, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 76, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 98, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 46, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 59, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 73, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 68, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 110, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 65, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 108, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": 91, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": 86, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,True,True,,,23,
True,,,,,,,,,,,2573,page_post_engagements,,,days_28,,"{""data"": [{""name"": ""page_post_engagements"", ""period"": ""days_28"", ""values"": [{""value"": 2108, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 2108, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 2117, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 2027, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 1641, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 1284, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 1203, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 1279, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 1254, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 1315, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 1586, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 1709, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 1782, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 1878, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 1923, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 1980, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 2053, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 2119, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 2229, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 2294, ""end_time"": ""2026-05-21T0...[truncated 1167 chars]",43351,"[{""value"": 2108, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 2108, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 2117, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 2027, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 1641, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 1284, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 1203, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 1279, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 1254, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 1315, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 1586, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 1709, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 1782, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 1878, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 1923, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 1980, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 2053, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 2119, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 2229, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 2294, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 2399, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": 2490, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": 2573, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,23,
True,,,,,,,,,,,2548,page_post_engagements,,,total_over_range,,"{""data"": [{""name"": ""page_post_engagements"", ""period"": ""total_over_range"", ""values"": [{""value"": 2548, ""end_time"": ""2026-05-24T07:00:00+0000""}], ""title"": null, ""description"": ""Número de veces que las personas interactuaron con tus publicaciones por medio de reacciones, comentarios, contenido compartido, etc."", ""id"": ""434205256738068/insights/page_post_engagements/total_over_range""}], ""paging"": {""previous"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1775631600&until=1777618800&metric=page_post_engagements&period=total_over_range"", ""next"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1779606000&until=1781593200&metric=page_post_engagements&period=total_over_range""}}",2548,"[{""value"": 2548, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,1,
True,,,,,,,,,,,"{""like"": 10, ""love"": 1}",page_actions_post_reactions_total,,,day,,"{""data"": [{""name"": ""page_actions_post_reactions_total"", ""period"": ""day"", ""values"": [{""value"": {}, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": {""like"": 1}, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": {""like"": 27, ""love"": 2}, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": {""like"": 67, ""love"": 2}, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": {""like"": 50, ""love"": 4}, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": {""like"": 60}, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": {""like"": 30, ""love"": 2, ""wow"": 2}, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": {""like"": 9, ""love"": 1}, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": {""like"": 7, ""love"": 1}, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": {""like"": 8, ""love"": 2}, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": {""like"": 10, ""love"": 2}, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": {""like"": 4}, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": {""like"": 8}, ""end_time""...[truncated 1409 chars]",342,"[{""value"": {}, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": {}, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": {""like"": 1}, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": {""like"": 27, ""love"": 2}, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": {""like"": 67, ""love"": 2}, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": {""like"": 50, ""love"": 4}, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": {""like"": 60}, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": {""like"": 30, ""love"": 2, ""wow"": 2}, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": {""like"": 9, ""love"": 1}, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": {""like"": 7, ""love"": 1}, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": {""like"": 8, ""love"": 2}, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": {""like"": 10, ""love"": 2}, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": {""like"": 4}, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": {""like"": 8}, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": {""like"": 4}, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": {""like"": 10, ""love"": 1}, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": {""like"": 3}, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": {""like"": 7, ""love"": 1}, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": {""like"": 3, ""love"": 3}, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": {""like"": 10, ""love"": 1}, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,True,True,,,23,
True,,,,,,,,,,,"{""like"": 318, ""love"": 22, ""wow"": 2}",page_actions_post_reactions_total,,,days_28,,"{""data"": [{""name"": ""page_actions_post_reactions_total"", ""period"": ""days_28"", ""values"": [{""value"": {""like"": 1886, ""love"": 55, ""sorry"": 1}, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": {""like"": 1886, ""love"": 55, ""sorry"": 1}, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": {""like"": 1886, ""love"": 55, ""sorry"": 1}, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": {""like"": 1807, ""love"": 54, ""sorry"": 1}, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": {""like"": 1445, ""love"": 42}, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": {""like"": 1113, ""love"": 28}, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": {""like"": 856, ""love"": 21}, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": {""like"": 672, ""love"": 18}, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": {""like"": 465, ""love"": 11}, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": {""like"": 222, ""love"": 8}, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": {""like"": 239, ""love"": 10, ""wow"": 2}, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": {""like"": 248, ""love"": 11, ""wow"": 2}, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": {""like"": 253, ""love"": 12, ""wow"": 2}, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": {""lik...[truncated 1822 chars]",16454,"[{""value"": {""like"": 1886, ""love"": 55, ""sorry"": 1}, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": {""like"": 1886, ""love"": 55, ""sorry"": 1}, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": {""like"": 1886, ""love"": 55, ""sorry"": 1}, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": {""like"": 1807, ""love"": 54, ""sorry"": 1}, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": {""like"": 1445, ""love"": 42}, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": {""like"": 1113, ""love"": 28}, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": {""like"": 856, ""love"": 21}, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": {""like"": 672, ""love"": 18}, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": {""like"": 465, ""love"": 11}, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": {""like"": 222, ""love"": 8}, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": {""like"": 239, ""love"": 10, ""wow"": 2}, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": {""like"": 248, ""love"": 11, ""wow"": 2}, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": {""like"": 253, ""love"": 12, ""wow"": 2}, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": {""like"": 260, ""love"": 14, ""wow"": 2}, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": {""like"": 270, ""love"": 16, ""wow"": 2}, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": {""like"": 273, ""love"": 16, ""wow"": 2}, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": {""like"": 281, ""love"": 16, ""wow"": 2}, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": {""like"": 285, ""love"": 16, ""wow"": 2}, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": {""like"": 295, ""love"": 17, ""wow"": 2}, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": {""like"": 298, ""love"": 17, ""wow"": 2}, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": {""like"": 305, ""love"": 18, ""wow"": 2}, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": {""like"": 308, ""love"": 21, ""wow"": 2}, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": {""like"": 318, ""love"": 22, ""wow"": 2}, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,23,
True,,,,,,,,,,,"{""like"": 318, ""love"": 22, ""wow"": 2}",page_actions_post_reactions_total,,,total_over_range,,"{""data"": [{""name"": ""page_actions_post_reactions_total"", ""period"": ""total_over_range"", ""values"": [{""value"": {""like"": 318, ""love"": 22, ""wow"": 2}, ""end_time"": ""2026-05-24T07:00:00+0000""}], ""title"": null, ""description"": ""Total de reacciones diarias a las publicaciones de una página por tipo."", ""id"": ""434205256738068/insights/page_actions_post_reactions_total/total_over_range""}], ""paging"": {""previous"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1775631600&until=1777618800&metric=page_actions_post_reactions_total&period=total_over_range"", ""next"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1779606000&until=1781593200&metric=page_actions_post_reactions_total&period=total_over_range""}}",342,"[{""value"": {""like"": 318, ""love"": 22, ""wow"": 2}, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,1,
